"TRI On-site and Off-site Reported Disposed of or Otherwise Released (in pounds), top 100  facilities (of 383) for  facilities in All Industries, for  All chemicals,   Los Angeles County, California, 2015"
"Row #","Facility","Latitude","Longitude","Underground","RCRA Subtitle","Other On-Site","Sub Total","Fugitive Air","Point Source","Surface Water","Underground","Land Treatment","RCRA Subtitle","Other Surface","Other Land","Sub Total","Total On-site","Underground","RCRA Subtitle","Other Landfills","Sub Total","Storage Only","Solidification","Wastewater","POTWs (Metal","Underground","RCRA Subtitle","Other Surface","Land Treatment","Other Land","Other Off-site","Waste Broker","Unknown","Sub Total","Total Off-site","Total On- and "
" "," "," "," ","Injection","C Landfills","Landfills","","Emissions","Air Emissions","Discharges","Injection","","C Surface","Impoundments","Disposal","","Disposal or","Injection to","C Landfills","","","","/Stabilization","Treatment-","and Metal","Injection","C Surface","Impoundments","","Disposal","Management","","","","Disposal or","Off-site"
" "," "," "," ","Class I Wells","","","","","","","Class II-V Wells","","Impoundments","","","","Other Releases","to Class I","","","","","(metals only)","Metals Only","Compounds)","Class II-V Wells","Impoundments","","","","","","","","Other Releases","Disposal or"
" "," "," "," ","","","","","","","","Wells","","","","","","","","","","","","","","","Wells","","","","","","","","","","Other Releases"
" ","N-BUTYL ALCOHOL"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","              21.5300000","               9.0400000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              30.5700000","              30.5700000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","              30.5700000"
" ","NONYLPHENOL"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0200000","                .0100000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0300000","                .0300000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0300000"
" ","O-XYLENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               2.4300000","               1.0200000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               3.4500000","               3.4500000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               3.4500000"
" ","PHENOL"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               7.1200000","               2.9900000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              10.1100000","              10.1100000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","              10.1100000"
" ","SEC-BUTYL ALCOHOL"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
"18","AIRCRAFT X-RAY LABORATORIES INC.5216 PACIFIC BLVD, HUNTINGTON PARK CALIFORNIA 90255 (LOS ANGELES)","              33.995","            -118.225","                .0000000","                .0000000","                .0000000","                .0000000","             127.0000000","              58.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             185.0000000","             185.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             185.0000000"
" ","NITRIC ACID"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             127.0000000","              58.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             185.0000000","             185.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             185.0000000"
"19","AIRGAS DRY ICE.2535 DEL AMO BLVD, TORRANCE CALIFORNIA 90503 (LOS ANGELES)","              33.847","            -118.333","                .0000000","                .0000000","                .0000000","                .0000000","          19,051.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","          19,051.0000000","          19,051.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","          19,051.0000000"
" ","AMMONIA"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","          19,051.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","          19,051.0000000","          19,051.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","          19,051.0000000"
"20","AIRGAS USA LLC.11711 S ALAMEDA ST, LOS ANGELES CALIFORNIA 90059 (LOS ANGELES)","              33.927","            -118.225","                .0000000","                .0000000","                .0000000","                .0000000","              45.6200000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              45.6200000","              45.6200000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","              45.6200000"
" ","PROPYLENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","              45.6200000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              45.6200000","              45.6200000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","              45.6200000"
